web-scraper-order;web-scraper-start-url;Adresse;Art;Datum;Preis;Preis2
1671565156-1456;https://www.benzin-preis.ch/suche?next=1186;"Avia

Zürcherstr. 162, 9000 St. Gallen";Bleifrei;27.05.2021;1,650 sFr;1,890 sFr
1671565158-1457;https://www.benzin-preis.ch/suche?next=1185;"BP

Schaffhauserstr. 50, 8500 Frauenfeld";Bleifrei;16.06.2019;1,650 sFr;1,970 sFr
1671565160-1458;https://www.benzin-preis.ch/suche?next=1184;"Agrola

Zürcherstr. 268, 9000 St. Gallen";Bleifrei;27.05.2021;1,650 sFr;1,890 sFr
1671565163-1459;https://www.benzin-preis.ch/suche?next=1183;"Migrol

Schmalzgrubenstr. 19, 8842 Unteriberg";Bleifrei;11.04.2021;1,650 sFr;1,900 sFr
1671565165-1460;https://www.benzin-preis.ch/suche?next=1182;"Shell

Zürcherstr. 114, 9000 St. Gallen";Bleifrei;27.05.2021;1,650 sFr;1,890 sFr
1671565168-1461;https://www.benzin-preis.ch/suche?next=1181;"Garage Ruckstuhl

Zürichstrasse 29, 8910 Affoltern am Albis";Bleifrei;04.03.2021;1,650 sFr;1,930 sFr
1671565170-1462;https://www.benzin-preis.ch/suche?next=1180;"Migrol Service  Peter Heiniger

Baarerstrasse 2, 8932 Mettmenstetten";Bleifrei;04.03.2021;1,650 sFr;1,930 sFr
1671565173-1463;https://www.benzin-preis.ch/suche?next=1179;"Avia

Riedern 1273, 9402 Mörschwil";Bleifrei;27.05.2021;1,650 sFr;1,890 sFr
1671565175-1464;https://www.benzin-preis.ch/suche?next=1178;"Avia

Bahnhofstr. 38, 6312 Steinhausen";Bleifrei;25.10.2008;1,650 sFr;
1671565178-1465;https://www.benzin-preis.ch/suche?next=1177;"Odermatt + Zimermann AG

Stanserstr. 38, 6374 Buochs";Bleifrei;26.12.2020;1,650 sFr;2,100 sFr
1671565180-1466;https://www.benzin-preis.ch/suche?next=1176;"Seetankstelle

Hafen Steckborn, 8266 Steckborn";Bleifrei;28.08.2011;1,650 sFr;
1671565183-1467;https://www.benzin-preis.ch/suche?next=1175;"August Ulmer

Seestr. 181, 8266 Steckborn";Bleifrei;28.08.2011;1,650 sFr;
1671565186-1468;https://www.benzin-preis.ch/suche?next=1174;"Touring Garage

Aarütistrasse 4, 8192 Glattfelden";Bleifrei;17.08.2009;1,650 sFr;
1671565188-1469;https://www.benzin-preis.ch/suche?next=1173;"Agrola

Kantonsstr. 13, 6033 Buchrain";Bleifrei;26.04.2021;1,650 sFr;1,900 sFr
1671565191-1470;https://www.benzin-preis.ch/suche?next=1172;"Thayngen Benzin

Grenzstr. 88, 8240 Thayngen";Bleifrei;06.12.2022;1,649 sFr;1,639 sFr
1671565193-1471;https://www.benzin-preis.ch/suche?next=1171;"Etzelpark Benzin

Churerstr. 154, 8808 Pfäffikon SZ";Bleifrei;19.12.2022;1,649 sFr;1,649 sFr
1671565195-1472;https://www.benzin-preis.ch/suche?next=1170;"Tamoil

Dübendorferstr. 123, 8051 Zürich";Bleifrei;06.04.2020;1,640 sFr;2,130 sFr
1671565257-1473;https://www.benzin-preis.ch/suche?next=1169;"Fredys Tankstelle 

Luzernstrasse 76a, 4950 Huttwil";Bleifrei;18.12.2022;1,640 sFr;1,640 sFr
1671565259-1474;https://www.benzin-preis.ch/suche?next=1168;"Coop

Zürcherstr. 110/112, 8903 Birmensdorf ZH";Bleifrei;28.05.2021;1,640 sFr;1,880 sFr
1671565261-1475;https://www.benzin-preis.ch/suche?next=1167;"Auto Art

Dennliweg 15, 4900 Langenthal";Bleifrei;12.12.2022;1,640 sFr;1,640 sFr
1671565263-1476;https://www.benzin-preis.ch/suche?next=1166;"Coop

Via Cantonale, 6916 Grancia";Bleifrei;25.10.2008;1,640 sFr;
1671565265-1477;https://www.benzin-preis.ch/suche?next=1165;"Forchgarage

Forchstr. 180, 8125 Zollikerberg";Bleifrei;20.01.2020;1,640 sFr;1,980 sFr
1671565267-1478;https://www.benzin-preis.ch/suche?next=1164;Rotzlochstrasse 1, 6370 Stans;Bleifrei;14.06.2021;1,640 sFr;1,850 sFr
1671565269-1479;https://www.benzin-preis.ch/suche?next=1163;"Reist & Sohn

Müntschemiergasse 30, 3232 Ins";Bleifrei;06.10.2021;1,640 sFr;1,790 sFr
1671565271-1480;https://www.benzin-preis.ch/suche?next=1162;"Coop

Seestr. 67, 8800 Thalwil";Bleifrei;23.01.2020;1,640 sFr;1,980 sFr
1671565273-1481;https://www.benzin-preis.ch/suche?next=1161;"Avia

Sommerhalde 18, 5442 Fislisbach";Bleifrei;22.09.2018;1,640 sFr;1,970 sFr
1671565275-1482;https://www.benzin-preis.ch/suche?next=1160;"Socar Pieterlen

Autobahn A5, 2542 Pieterlen";Bleifrei;12.11.2018;1,640 sFr;1,980 sFr
1671565277-1483;https://www.benzin-preis.ch/suche?next=1159;"BP

Seebahnstrasse 110, 8000 Zürich";Bleifrei;10.02.2021;1,640 sFr;1,980 sFr
1671565279-1484;https://www.benzin-preis.ch/suche?next=1158;"Garage Glanzmann AG

Stützli, 6112 Doppleschwand";Bleifrei;26.12.2020;1,640 sFr;2,090 sFr
1671565281-1485;https://www.benzin-preis.ch/suche?next=1157;"Agrola

Teufenerstr. 166, 9000 St. Gallen";Bleifrei;27.05.2021;1,640 sFr;1,880 sFr
1671565283-1486;https://www.benzin-preis.ch/suche?next=1156;"Tamoil

Dorfstr. 13, 8302 Kloten";Bleifrei;19.09.2019;1,640 sFr;1,970 sFr
1671565285-1487;https://www.benzin-preis.ch/suche?next=1155;"Karl Graf Automobile AG

Zürichstrasse 28 , 8932 Mettmenstetten";Bleifrei;04.03.2021;1,640 sFr;1,920 sFr
1671565287-1488;https://www.benzin-preis.ch/suche?next=1154;"Spurt

Obereggerstr. 12, 9442 Berneck";Bleifrei;11.08.2020;1,640 sFr;2,140 sFr
1671565289-1489;https://www.benzin-preis.ch/suche?next=1153;"Tancadi

, 7162 Tavanasa";Bleifrei;16.01.2022;1,640 sFr;1,770 sFr
1671565292-1490;https://www.benzin-preis.ch/suche?next=1152;"EK-Automobile

Wolfwilerstr. 2, 4703 Kestenholz";Bleifrei;19.12.2022;1,640 sFr;1,640 sFr
1671565294-1491;https://www.benzin-preis.ch/suche?next=1151;"Migrol Service

Grenzstrasse 31, 9430 St. Margrethen SG";Bleifrei;27.05.2021;1,640 sFr;1,880 sFr
1671565296-1492;https://www.benzin-preis.ch/suche?next=1150;"Coop Pronto

Grenzstrasse 21 , 9430 St. Margrethen SG";Bleifrei;27.05.2021;1,640 sFr;1,880 sFr
1671565298-1493;https://www.benzin-preis.ch/suche?next=1149;"Coop

Bernstr. 40, 3360 Herzogenbuchsee";Bleifrei;08.05.2021;1,640 sFr;1,860 sFr
1671565300-1494;https://www.benzin-preis.ch/suche?next=1148;"Freie Tankstelle Diessenhofen

Steinerstr. 32, 8253 Diessenhofen";Bleifrei;19.12.2022;1,640 sFr;1,640 sFr
1671565304-1495;https://www.benzin-preis.ch/suche?next=1147;"Coop

Bahnhofstr. 73, 8590 Romanshorn";Bleifrei;04.10.2021;1,640 sFr;1,790 sFr
1671565306-1496;https://www.benzin-preis.ch/suche?next=1146;"Garage Reusser AG

Frauenfelderstr. 33, 8404 Winterthur";Bleifrei;04.10.2021;1,640 sFr;1,790 sFr
1671565308-1497;https://www.benzin-preis.ch/suche?next=1145;"Garage Hug

Bürglenstr. 1 , 9517 Mettlen";Bleifrei;01.05.2019;1,640 sFr;1,930 sFr
1671565310-1498;https://www.benzin-preis.ch/suche?next=1144;"Garage Otto Howald AG

Engestr. 13, 4500 Solothurn";Bleifrei;19.12.2022;1,640 sFr;1,640 sFr
1671565312-1499;https://www.benzin-preis.ch/suche?next=1143;"auto-gretener AG

Zürichstrasse 193 , 8910 Affoltern am Albis";Bleifrei;04.03.2021;1,640 sFr;1,920 sFr
1671565315-1500;https://www.benzin-preis.ch/suche?next=1142;"Coop

Hauptstr. 19, 6015 Reussbühl";Bleifrei;14.06.2021;1,640 sFr;1,850 sFr
1671565317-1501;https://www.benzin-preis.ch/suche?next=1141;"station

rte Etraz, 1136 Bussy-Chardonney";Bleifrei;30.05.2021;1,640 sFr;1,880 sFr
1671565319-1502;https://www.benzin-preis.ch/suche?next=1140;"Eni 

Route Cantonale 48, 1898 St-Gingolph";Bleifrei;10.04.2019;1,640 sFr;1,990 sFr
1671565321-1503;https://www.benzin-preis.ch/suche?next=1139;"Gufa

Hauptstrasse, 7028 St. Peter";Bleifrei;18.11.2018;1,640 sFr;2,000 sFr
1671565324-1504;https://www.benzin-preis.ch/suche?next=1138;"Tamoil

Avenue de Neuchâtel 18, 1450 Ste-Croix";Bleifrei;30.09.2019;1,640 sFr;1,990 sFr
1671565326-1505;https://www.benzin-preis.ch/suche?next=1137;"Migrol

Vorderi Böde 1 , 5452 Oberrohrdorf";Bleifrei;31.05.2019;1,640 sFr;1,930 sFr
1671565328-1506;https://www.benzin-preis.ch/suche?next=1136;"Avia

Mutschellenstr.25, 5454 Bellikon";Bleifrei;31.05.2019;1,640 sFr;1,930 sFr
1671565331-1507;https://www.benzin-preis.ch/suche?next=1135;"Avia

Wangenstrasse 4, 3372 Wanzwil";Bleifrei;08.08.2021;1,640 sFr;1,810 sFr
1671565333-1508;https://www.benzin-preis.ch/suche?next=1134;"Avia

Forchstr. 225, 8000 Zürich";Bleifrei;20.01.2020;1,639 sFr;1,979 sFr
1671565335-1509;https://www.benzin-preis.ch/suche?next=1133;"Avia

Weststr. 117, 8000 Zürich";Bleifrei;31.01.2010;1,639 sFr;
1671565337-1510;https://www.benzin-preis.ch/suche?next=1132;"Avia

Kreuzstr. 53, 8000 Zürich";Bleifrei;02.02.2018;1,639 sFr;2,069 sFr
1671565339-1511;https://www.benzin-preis.ch/suche?next=1131;"Eni

Schaffhauserstr. 15, 8442 Hettlingen";Bleifrei;07.04.2019;1,635 sFr;1,985 sFr
1671565341-1512;https://www.benzin-preis.ch/suche?next=1130;"Grädel Oil

Bernstr. 7, 4950 Huttwil";Bleifrei;18.12.2022;1,635 sFr;1,635 sFr
1671565344-1513;https://www.benzin-preis.ch/suche?next=1129;"Shell

Winzerstrasse 38, 8049 Zürich";Bleifrei;31.01.2010;1,635 sFr;
1671565346-1514;https://www.benzin-preis.ch/suche?next=1128;"Hänggi

Milchstr. 10, 3072 Ostermundigen";Bleifrei;07.05.2021;1,630 sFr;1,850 sFr
1671565348-1515;https://www.benzin-preis.ch/suche?next=1127;"Tamoil

Reppischtalstr. 312, 8143 Stallikon";Bleifrei;04.03.2021;1,630 sFr;1,910 sFr
1671565349-1516;https://www.benzin-preis.ch/suche?next=1126;"BP

Bruggmühlestr. 26, 9403 Goldach";Bleifrei;27.05.2021;1,630 sFr;1,870 sFr
1671565352-1517;https://www.benzin-preis.ch/suche?next=1125;"Peter Brechtbühl AG

Bernstrasse 54, 4923 Wynau";Bleifrei;14.05.2021;1,630 sFr;1,850 sFr
1671565354-1518;https://www.benzin-preis.ch/suche?next=1124;"Tamoil AG

Industriestr. 91, 3052 Zollikofen";Bleifrei;02.07.2021;1,630 sFr;1,810 sFr
1671565356-1519;https://www.benzin-preis.ch/suche?next=1123;"Avia

Wilerstr. 16, 9554 Tägerschen";Bleifrei;11.04.2019;1,630 sFr;1,980 sFr
1671565358-1520;https://www.benzin-preis.ch/suche?next=1122;"Oil

Wägitalstr. 42, 8857 Vorderthal";Bleifrei;12.08.2018;1,630 sFr;1,980 sFr
1671565361-1521;https://www.benzin-preis.ch/suche?next=1121;"Avia Forrenberg

Nationalstr. A1, 8472 Seuzach";Bleifrei;17.03.2019;1,630 sFr;2,040 sFr
1671565365-1522;https://www.benzin-preis.ch/suche?next=1120;"coop Pronto

Via Rinaldo Simen 58, 6648 Minusio";Bleifrei;14.10.2018;1,630 sFr;1,930 sFr
1671565367-1523;https://www.benzin-preis.ch/suche?next=1119;"Agrola Tankstelle

Sissacherstrasse 40, 4460 Gelterkinden";Bleifrei;27.11.2014;1,630 sFr;
1671565370-1524;https://www.benzin-preis.ch/suche?next=1118;"Garage O. Bader

Schauffhauserstrasse 168 , 8302 Kloten";Bleifrei;11.03.2016;1,630 sFr;
1671565373-1525;https://www.benzin-preis.ch/suche?next=1117;"Spurt

Langgasse 106, 9000 St. Gallen";Bleifrei;11.08.2020;1,630 sFr;2,130 sFr
1671565375-1526;https://www.benzin-preis.ch/suche?next=1116;"Avia

Staatsstr. 83, 9472 Grabs";Bleifrei;22.04.2019;1,630 sFr;1,950 sFr
1671565378-1527;https://www.benzin-preis.ch/suche?next=1115;"Nasa GmbH

Hofwiesenstr. 289, 8050 Zürich-Oerlikon";Bleifrei;14.02.2021;1,630 sFr;1,940 sFr
1671565380-1528;https://www.benzin-preis.ch/suche?next=1114;"Shell

via R. Simen, 6648 Minusio";Bleifrei;14.10.2018;1,630 sFr;1,930 sFr
1671565382-1529;https://www.benzin-preis.ch/suche?next=1113;"Shell

Zürichstr. 98, 3360 Herzogenbuchsee";Bleifrei;13.06.2021;1,630 sFr;1,840 sFr
1671565384-1530;https://www.benzin-preis.ch/suche?next=1112;"Socar

Schaffhauserstr. 6, 8500 Frauenfeld";Bleifrei;16.06.2019;1,630 sFr;1,950 sFr
1671565386-1531;https://www.benzin-preis.ch/suche?next=1111;"Migrol Tankstelle

Höhenstr. 2, 9555 Tobel";Bleifrei;11.04.2019;1,630 sFr;1,980 sFr
1671565388-1532;https://www.benzin-preis.ch/suche?next=1110;"M. Ruckstuhl

Frauenfelderstr. 16, 8560 Märstetten";Bleifrei;16.06.2019;1,630 sFr;1,950 sFr
1671565390-1533;https://www.benzin-preis.ch/suche?next=1109;"BP

Schaffhauserstr. 74, 8500 Frauenfeld";Bleifrei;16.06.2019;1,630 sFr;1,950 sFr
1671565392-1534;https://www.benzin-preis.ch/suche?next=1108;"Avia

Route Cantonale 12, 1897 Les Evouettes";Bleifrei;10.04.2019;1,630 sFr;1,980 sFr
1671565394-1535;https://www.benzin-preis.ch/suche?next=1107;"Shell

Route Cantonale, 1898 St-Gingolph";Bleifrei;10.04.2019;1,630 sFr;1,980 sFr
1671565396-1536;https://www.benzin-preis.ch/suche?next=1106;"Oil

Frauenfelderstr. 39, 9548 Matzingen";Bleifrei;14.07.2018;1,630 sFr;1,980 sFr
1671565398-1537;https://www.benzin-preis.ch/suche?next=1105;"Migrol Service

Sihlquai 155 , 8000 Zürich";Bleifrei;20.01.2020;1,630 sFr;1,970 sFr
1671565400-1538;https://www.benzin-preis.ch/suche?next=1104;"BP

Sulgerstr. 14, 8575 Bürglen TG";Bleifrei;16.06.2019;1,630 sFr;1,950 sFr
1671565402-1539;https://www.benzin-preis.ch/suche?next=1103;"Socar

Deucherstr. 44, 8570 Weinfelden";Bleifrei;16.06.2019;1,630 sFr;1,950 sFr
1671565404-1540;https://www.benzin-preis.ch/suche?next=1102;"Avia

Deucherstr. 39, 8570 Weinfelden";Bleifrei;16.06.2019;1,630 sFr;1,950 sFr
1671565407-1541;https://www.benzin-preis.ch/suche?next=1101;"Shell

Dufourstr. 14, 8570 Weinfelden";Bleifrei;16.06.2019;1,630 sFr;1,950 sFr
1671565409-1542;https://www.benzin-preis.ch/suche?next=1100;"Eni

Dufourstr. 17, 8570 Weinfelden";Bleifrei;16.06.2019;1,630 sFr;1,950 sFr
1671565411-1543;https://www.benzin-preis.ch/suche?next=1099;"Coop Pronto

Fichtenstr. 18, 8570 Weinfelden";Bleifrei;16.06.2019;1,630 sFr;1,950 sFr
1671565413-1544;https://www.benzin-preis.ch/suche?next=1098;"Garage Schneider AG

Wehntalerstrasse 276, 8046 Zürich";Bleifrei;17.02.2014;1,630 sFr;
1671565415-1545;https://www.benzin-preis.ch/suche?next=1097;"Garage Fernandez

Wilerweg 34, 4600 Olten";Bleifrei;16.04.2019;1,625 sFr;1,945 sFr
1671565417-1546;https://www.benzin-preis.ch/suche?next=1096;"Avia

Winkelstr. 4, 7250 Klosters";Bleifrei;26.01.2020;1,625 sFr;1,965 sFr
1671565419-1547;https://www.benzin-preis.ch/suche?next=1095;"Schaffhausen-Herblingen

Stüdliackerstrasse 10 , 8207 Schaffhausen";Bleifrei;19.09.2021;1,625 sFr;1,805 sFr
1671565422-1548;https://www.benzin-preis.ch/suche?next=1094;"Avia Belp

Vieweidstrasse 12, 3123 Belp";Bleifrei;28.04.2021;1,620 sFr;1,870 sFr
1671565425-1549;https://www.benzin-preis.ch/suche?next=1093;"Ciao Agip

Vieweidstrasse 74, 3123 Belp";Bleifrei;10.04.2021;1,620 sFr;1,870 sFr
1671565426-1550;https://www.benzin-preis.ch/suche?next=1092;"Avia

Schachen 654, 9063 Stein AR";Bleifrei;27.05.2021;1,620 sFr;1,860 sFr
1671565428-1551;https://www.benzin-preis.ch/suche?next=1091;"BP

Hauptstr. 47, 9552 Bronschhofen";Bleifrei;11.04.2019;1,620 sFr;1,970 sFr
1671565430-1552;https://www.benzin-preis.ch/suche?next=1090;"Avia

Seestrasse 177, 8800 Thalwil";Bleifrei;14.02.2021;1,620 sFr;1,930 sFr
1671565432-1553;https://www.benzin-preis.ch/suche?next=1089;"Tamoil Oberrieden

Seestr., 8942 Oberrieden";Bleifrei;23.01.2020;1,620 sFr;1,960 sFr
1671565434-1554;https://www.benzin-preis.ch/suche?next=1088;"Migrol

Route de Payerne 29, 1470 Estavayer-le-Lac";Bleifrei;30.06.2021;1,620 sFr;1,800 sFr
1671565436-1555;https://www.benzin-preis.ch/suche?next=1087;"Agrola

Churfirstenstr. 3, 9500 Wil SG";Bleifrei;29.08.2010;1,620 sFr;
1671565438-1556;https://www.benzin-preis.ch/suche?next=1086;"Eni

El Stradún, 6513 Monte Carasso";Bleifrei;14.10.2018;1,620 sFr;1,920 sFr
1671565441-1557;https://www.benzin-preis.ch/suche?next=1085;"Avia

Schwägalpstr. 65, 9107 Urnäsch";Bleifrei;12.06.2010;1,620 sFr;
1671565442-1558;https://www.benzin-preis.ch/suche?next=1084;"Tamoil Service

Fahrhubelweg 1, 3123 Belp";Bleifrei;10.04.2021;1,620 sFr;1,870 sFr
1671565444-1559;https://www.benzin-preis.ch/suche?next=1083;"Hans-Rodolf Hofer-Kägi

Solothurnstrasse 33, 3422 Kirchberg BE";Bleifrei;25.05.2021;1,620 sFr;1,860 sFr
1671565446-1560;https://www.benzin-preis.ch/suche?next=1082;"Bahnhof Garage

Poststrasse 4, 3400 Burgdorf";Bleifrei;08.05.2021;1,620 sFr;1,840 sFr
1671565448-1561;https://www.benzin-preis.ch/suche?next=1081;"Landi

Bernstr 26, 6152 Hüswil";Bleifrei;26.04.2021;1,620 sFr;1,870 sFr
1671565451-1562;https://www.benzin-preis.ch/suche?next=1080;"BP

Kirchbergstrasse 33, 3400 Burgdorf";Bleifrei;08.05.2021;1,620 sFr;1,840 sFr
1671565452-1563;https://www.benzin-preis.ch/suche?next=1079;"Ybrig Garage

Oberibergerstr. 2, 8842 Unteriberg";Bleifrei;11.04.2021;1,620 sFr;1,870 sFr
1671565454-1564;https://www.benzin-preis.ch/suche?next=1078;"Wolfi GmbH 

Kantonsstrasse, 7421 Summaprada";Bleifrei;04.07.2010;1,620 sFr;
1671565456-1565;https://www.benzin-preis.ch/suche?next=1077;"Shell Kappelerhof

Bruggerstr. 194, 5400 Baden";Bleifrei;16.10.2020;1,620 sFr;2,120 sFr
1671565458-1566;https://www.benzin-preis.ch/suche?next=1076;"Spurt

Zürcherstr. 501, 9000 St. Gallen";Bleifrei;27.05.2021;1,620 sFr;1,860 sFr
1671565460-1567;https://www.benzin-preis.ch/suche?next=1075;"Ruedi Rüssel

Hauptstr. 76, 9424 Rheineck";Bleifrei;04.10.2021;1,620 sFr;1,770 sFr
1671565462-1568;https://www.benzin-preis.ch/suche?next=1074;"Agrola

Kirchbergstrasse 207, 3400 Burgdorf";Bleifrei;08.05.2021;1,620 sFr;1,840 sFr
1671565464-1569;https://www.benzin-preis.ch/suche?next=1073;"Landi

Tannwaldmoosweg 1, 3472 Wynigen";Bleifrei;08.05.2021;1,620 sFr;1,840 sFr
1671565466-1570;https://www.benzin-preis.ch/suche?next=1072;"Migrol

Kirchbergstrasse 235, 3400 Burgdorf";Bleifrei;08.05.2021;1,620 sFr;1,840 sFr
1671565468-1571;https://www.benzin-preis.ch/suche?next=1071;"Landi

Sägegasse 1, 3400 Burgdorf";Bleifrei;08.05.2021;1,620 sFr;1,840 sFr
1671565471-1572;https://www.benzin-preis.ch/suche?next=1070;"Migrol

Hauptstr. 99, 8280 Kreuzlingen";Bleifrei;21.10.2018;1,620 sFr;1,950 sFr
1671565473-1573;https://www.benzin-preis.ch/suche?next=1069;"Spurt

Kreuzlingerstr. 81 , 8590 Romanshorn";Bleifrei;04.10.2021;1,620 sFr;1,770 sFr
1671565475-1574;https://www.benzin-preis.ch/suche?next=1068;"Coop

Thurgauerstr. 35, 9400 Rorschach";Bleifrei;27.05.2021;1,620 sFr;1,860 sFr
1671565477-1575;https://www.benzin-preis.ch/suche?next=1067;"Debrunner

Hauptstr. 35, 8553 Mettendorf TG";Bleifrei;16.06.2019;1,620 sFr;1,940 sFr
1671565479-1576;https://www.benzin-preis.ch/suche?next=1066;"Socar

Via Monte Ceneri 1, 6572 Quartino";Bleifrei;14.10.2018;1,620 sFr;1,920 sFr
1671565482-1577;https://www.benzin-preis.ch/suche?next=1065;"Avia

Zürcherstr. 369, 8500 Frauenfeld";Bleifrei;26.12.2020;1,620 sFr;2,070 sFr
1671565484-1578;https://www.benzin-preis.ch/suche?next=1064;"Socar

Bachstrasse 55, 8200 Schaffhausen";Bleifrei;21.10.2018;1,620 sFr;1,950 sFr
1671565486-1579;https://www.benzin-preis.ch/suche?next=1063;"Shell Plaza

Löwenstr. 21, 8280 Kreuzlingen";Bleifrei;21.10.2018;1,620 sFr;1,950 sFr
1671565488-1580;https://www.benzin-preis.ch/suche?next=1062;"E. Fuchs + Co.

Kannenfeldstr. 3, 4056 Basel";Bleifrei;28.06.2010;1,620 sFr;
1671565490-1581;https://www.benzin-preis.ch/suche?next=1061;"Scall

Arbonerstr. 17, 8599 Salmsach";Bleifrei;04.10.2021;1,619 sFr;1,769 sFr
1671565493-1582;https://www.benzin-preis.ch/suche?next=1060;"Agrola

Wülflingerstr. 32, 8400 Winterthur";Bleifrei;11.04.2019;1,615 sFr;1,965 sFr
1671565495-1583;https://www.benzin-preis.ch/suche?next=1059;"Marco Lüthi

Wiesackerstrasse 90, 8105 Regensdorf";Bleifrei;21.01.2010;1,615 sFr;
1671565496-1584;https://www.benzin-preis.ch/suche?next=1058;"Keller

Watterstrasse 12, 8105 Regensdorf";Bleifrei;08.01.2010;1,615 sFr;
1671565498-1585;https://www.benzin-preis.ch/suche?next=1057;"LGG Handels AG

Kreuzlingerstrasse 22, 8590 Romanshorn";Bleifrei;04.10.2021;1,615 sFr;1,765 sFr
1671565500-1586;https://www.benzin-preis.ch/suche?next=1056;"Shell

Diepoldsauerstr. 38, 9443 Widnau";Bleifrei;28.01.2020;1,610 sFr;1,980 sFr
1671565505-1587;https://www.benzin-preis.ch/suche?next=1055;"Avia

Rampa 35c, 7145 Degen";Bleifrei;05.02.2021;1,610 sFr;1,950 sFr
1671565508-1588;https://www.benzin-preis.ch/suche?next=1054;"Agrola

Affeier 91, 7133 Obersaxen Affeier";Bleifrei;05.02.2021;1,610 sFr;1,950 sFr
1671565511-1589;https://www.benzin-preis.ch/suche?next=1053;"Avia

St. Gallerstr. 76, 9403 Goldach";Bleifrei;27.05.2021;1,610 sFr;1,850 sFr
1671565514-1590;https://www.benzin-preis.ch/suche?next=1052;"Migrol

Emmentalstrasse 166, 3414 Oberburg";Bleifrei;26.04.2021;1,610 sFr;1,860 sFr
1671565517-1591;https://www.benzin-preis.ch/suche?next=1051;"Garage Hofmann

Emmentalstrasse 100, 3414 Oberburg";Bleifrei;26.04.2021;1,610 sFr;1,860 sFr
1671565519-1592;https://www.benzin-preis.ch/suche?next=1050;"Post

Post-Passage 5, 4000 Basel";Bleifrei;04.09.2020;1,610 sFr;2,110 sFr
1671565521-1593;https://www.benzin-preis.ch/suche?next=1049;"Coop Pronto

Emmentalstrasse 124, 3414 Oberburg";Bleifrei;26.04.2021;1,610 sFr;1,860 sFr
1671565524-1594;https://www.benzin-preis.ch/suche?next=1048;"Tank Stop Riethüsli

Teufenerstr. 164, 9000 St. Gallen";Bleifrei;27.05.2021;1,610 sFr;1,850 sFr
1671565526-1595;https://www.benzin-preis.ch/suche?next=1047;"Landi Moossee

Oberburgstrasse 1, 3326 Krauchthal";Bleifrei;03.05.2021;1,610 sFr;1,860 sFr
1671565528-1596;https://www.benzin-preis.ch/suche?next=1046;"Kreuzberggarage Heeb

Farnen, 9466 Sennwald";Bleifrei;05.09.2010;1,610 sFr;
1671565530-1597;https://www.benzin-preis.ch/suche?next=1045;"Spurt

Teufenerstr. 172, 9000 St. Gallen";Bleifrei;27.05.2021;1,610 sFr;1,850 sFr
1671565532-1598;https://www.benzin-preis.ch/suche?next=1044;"Landi

Bernstrasse 62, 3303 Jegenstorf";Bleifrei;05.04.2021;1,610 sFr;1,860 sFr
1671565534-1599;https://www.benzin-preis.ch/suche?next=1043;"Agrola

Route de Riaz 79A, 1630 Bulle";Bleifrei;20.02.2021;1,610 sFr;1,920 sFr
1671565536-1600;https://www.benzin-preis.ch/suche?next=1042;"Avia Lyssach

Dorfstrasse 38, 3421 Lyssach";Bleifrei;20.04.2021;1,610 sFr;1,860 sFr
1671565538-1601;https://www.benzin-preis.ch/suche?next=1041;"Spurt

Güetli, 9428 Walzenhausen";Bleifrei;04.11.2014;1,610 sFr;
1671565541-1602;https://www.benzin-preis.ch/suche?next=1040;"Peter Brechtbühl AG

Bernstr. 89, 3324 Hindelbank";Bleifrei;26.04.2021;1,610 sFr;1,860 sFr
1671565544-1603;https://www.benzin-preis.ch/suche?next=1039;"Red Fox

Grabserstr. 10, 9473 Gams";Bleifrei;22.04.2019;1,610 sFr;1,930 sFr
1671565546-1604;https://www.benzin-preis.ch/suche?next=1038;"Coop

Bernstrasse 50, 3422 Alchenflüh";Bleifrei;26.04.2021;1,610 sFr;1,860 sFr
1671565549-1605;https://www.benzin-preis.ch/suche?next=1037;"Garage Touring

Dorfstr., 3924 St. Niklaus VS";Bleifrei;31.01.2018;1,610 sFr;2,040 sFr
1671565552-1606;https://www.benzin-preis.ch/suche?next=1036;"Spurt

Neudorftstr. , 9430 St. Margrethen SG";Bleifrei;27.05.2021;1,610 sFr;1,850 sFr
1671565554-1607;https://www.benzin-preis.ch/suche?next=1035;"Coop Pronto

Ettiswilerstrasse 41a, 6130 Willisau";Bleifrei;13.04.2021;1,610 sFr;1,860 sFr
1671565556-1608;https://www.benzin-preis.ch/suche?next=1034;"Avia

Zürichstr. 52, 3360 Herzogenbuchsee";Bleifrei;13.06.2021;1,610 sFr;1,820 sFr
1671565558-1609;https://www.benzin-preis.ch/suche?next=1033;"ecostop Muttenz

St. Jakobs-Strasse 59, 4132 Muttenz";Bleifrei;20.12.2022;1,610 sFr;1,610 sFr
1671565560-1610;https://www.benzin-preis.ch/suche?next=1032;"Franz AG

Badenerstrasse 329, 8003 Zürich";Bleifrei;02.02.2018;1,610 sFr;2,040 sFr
1671565563-1611;https://www.benzin-preis.ch/suche?next=1031;"Coop

Brüglingerstr. 83, 4052 Basel";Bleifrei;05.06.2020;1,610 sFr;2,130 sFr
1671565565-1612;https://www.benzin-preis.ch/suche?next=1030;"Coop

Warostr. , 9466 Sennwald";Bleifrei;18.10.2019;1,610 sFr;1,980 sFr
1671565567-1613;https://www.benzin-preis.ch/suche?next=1029;"Post

Wekhofstr.8, 2503 Biel/Bienne";Bleifrei;04.12.2021;1,610 sFr;1,740 sFr
