web-scraper-order;web-scraper-start-url;Adresse;Art;Datum;Preis;Preis2
1671565699-1155;https://www.benzin-preis.ch/suche-kanton?next=1497;"Avia

Zürichstr. 5, 8500 Frauenfeld";Diesel;04.10.2021;1,830 sFr;2,167 sFr
1671565701-1156;https://www.benzin-preis.ch/suche-kanton?next=1496;"Landi Marthalen

Austrasse 24, 8462 Rheinau";Diesel;09.05.2014;1,830 sFr;
1671565703-1157;https://www.benzin-preis.ch/suche-kanton?next=1495;"Alpha Petrol

Talstrasse 80, 7563 Samnaun Dorf";Diesel;25.06.2022;1,830 sFr;1,567 sFr
1671565706-1158;https://www.benzin-preis.ch/suche-kanton?next=1494;"Eni

Via Brüga, 6814 Lamone";Diesel;11.10.2021;1,830 sFr;2,167 sFr
1671565707-1159;https://www.benzin-preis.ch/suche-kanton?next=1493;"BP Service Embrach

Zürcherstrasse 74, 8424 Embrach";Diesel;18.04.2014;1,830 sFr;
1671565710-1160;https://www.benzin-preis.ch/suche-kanton?next=1492;"Ruedi Rüssel

Zürcherstr. 7, 4310 Rheinfelden";Diesel;09.06.2011;1,825 sFr;
1671565712-1161;https://www.benzin-preis.ch/suche-kanton?next=1491;"Altmann Garage

Junkerstr. 94, 8238 Büsingen";Diesel;24.09.2011;1,825 sFr;
1671565714-1162;https://www.benzin-preis.ch/suche-kanton?next=1490;"Coop Pronto

rue du Clos 16, 1800 Vevey";Diesel;25.07.2014;1,820 sFr;
1671565716-1163;https://www.benzin-preis.ch/suche-kanton?next=1489;"Avia

Hauptstr. 65, 9436 Balgach";Diesel;04.10.2021;1,820 sFr;2,157 sFr
1671565718-1164;https://www.benzin-preis.ch/suche-kanton?next=1488;"Avia

Via Cantonale, 6716 Acquarossa";Diesel;16.01.2022;1,820 sFr;2,137 sFr
1671565720-1165;https://www.benzin-preis.ch/suche-kanton?next=1487;"HK

Rue de Boulin 3, 2034 Peseux";Diesel;29.10.2014;1,820 sFr;
1671565723-1166;https://www.benzin-preis.ch/suche-kanton?next=1486;"HK

Rte de Neuchâtel , 2042 Valangin";Diesel;29.10.2014;1,820 sFr;
1671565725-1167;https://www.benzin-preis.ch/suche-kanton?next=1485;"Shell

Zürichstr. 89, 8600 Dübendorf";Diesel;25.10.2021;1,820 sFr;2,097 sFr
1671565726-1168;https://www.benzin-preis.ch/suche-kanton?next=1484;"HK

Ch. des Mulets 5 , 2000 Neuchâtel";Diesel;29.10.2014;1,820 sFr;
1671565728-1169;https://www.benzin-preis.ch/suche-kanton?next=1483;"HK

Ch. des Murgiers , 2016 Cortaillod";Diesel;29.10.2014;1,820 sFr;
1671565730-1170;https://www.benzin-preis.ch/suche-kanton?next=1482;"Eni

Route de Porrentruy 72, 2800 Delémont";Diesel;02.01.2022;1,820 sFr;2,137 sFr
1671565732-1171;https://www.benzin-preis.ch/suche-kanton?next=1481;"Coop

Rue de Stand 56, 2800 Delémont";Diesel;02.01.2022;1,820 sFr;2,137 sFr
1671565734-1172;https://www.benzin-preis.ch/suche-kanton?next=1480;"Eni

Via Giacomo e Filippo Ciani 36, 6900 Lugano";Diesel;11.10.2021;1,820 sFr;2,157 sFr
1671565736-1173;https://www.benzin-preis.ch/suche-kanton?next=1479;"Jubin

Rue Auguste-Cuenin 21, 2900 Porrentruy";Diesel;02.01.2022;1,820 sFr;2,137 sFr
1671565738-1174;https://www.benzin-preis.ch/suche-kanton?next=1478;"Keller Automobile AG

Loretto, 9108 Gonten";Diesel;09.07.2014;1,820 sFr;
1671565741-1175;https://www.benzin-preis.ch/suche-kanton?next=1477;"Socar

Via Trevano 69, 6900 Lugano";Diesel;11.10.2021;1,820 sFr;2,157 sFr
1671565743-1176;https://www.benzin-preis.ch/suche-kanton?next=1476;"Scheidweg Garage AG 

Gontenstr. 1, 9050 Appenzell";Diesel;09.07.2014;1,820 sFr;
1671565744-1177;https://www.benzin-preis.ch/suche-kanton?next=1475;"Coop Pronto

ch Pré Neuf, 1400 Yverdon-les-Bains";Diesel;02.07.2021;1,820 sFr;2,157 sFr
1671565746-1178;https://www.benzin-preis.ch/suche-kanton?next=1474;"Jubin

Route de Porrentruy 195, 2923 Courtemaîche";Diesel;02.01.2022;1,820 sFr;2,137 sFr
1671565748-1179;https://www.benzin-preis.ch/suche-kanton?next=1473;"Jubin

Route de Belfort 52, 2900 Porrentruy";Diesel;02.01.2022;1,820 sFr;2,137 sFr
1671565750-1180;https://www.benzin-preis.ch/suche-kanton?next=1472;"Garage Gasser AG

Brünigstrasse 42, 6078 Lungern";Diesel;30.09.2014;1,820 sFr;
1671565752-1181;https://www.benzin-preis.ch/suche-kanton?next=1471;"Shell

Zürcherstr. 48 , 8406 Winterthur";Diesel;04.10.2021;1,820 sFr;2,157 sFr
1671565754-1182;https://www.benzin-preis.ch/suche-kanton?next=1470;"Socar

Bruderholzstr. 43, 4142 Münchenstein";Diesel;22.11.2021;1,820 sFr;2,097 sFr
1671565757-1183;https://www.benzin-preis.ch/suche-kanton?next=1469;"Emil Frey DOSCH GARAGE

Via Maistra 46, 7500 St. Moritz";Diesel;18.10.2021;1,820 sFr;2,127 sFr
1671565759-1184;https://www.benzin-preis.ch/suche-kanton?next=1468;Reinacherstrasse 202-204, 4053 Basel;Diesel;23.11.2021;1,820 sFr;2,097 sFr
1671565761-1185;https://www.benzin-preis.ch/suche-kanton?next=1467;"BP

Schaffhauserstr. 1, 8472 Seuzach";Diesel;21.10.2018;1,820 sFr;2,307 sFr
1671565762-1186;https://www.benzin-preis.ch/suche-kanton?next=1466;"Elite Garage Arbon AG

Romanshornerstr. 58, 9320 Arbon";Diesel;04.10.2021;1,820 sFr;2,157 sFr
1671565764-1187;https://www.benzin-preis.ch/suche-kanton?next=1465;"Eni

Nucleo Rodi, 6772 Rodi-Fiesso";Diesel;16.01.2022;1,820 sFr;2,137 sFr
1671565767-1188;https://www.benzin-preis.ch/suche-kanton?next=1464;"Avia

Via Cantonale 1, 6760 Faido";Diesel;16.01.2022;1,820 sFr;2,137 sFr
1671565769-1189;https://www.benzin-preis.ch/suche-kanton?next=1463;"Jubin

Route de Courtavon 61, 2946 Miécourt";Diesel;02.01.2022;1,820 sFr;2,137 sFr
1671565771-1190;https://www.benzin-preis.ch/suche-kanton?next=1462;"Jubin

Les Vies de Bâle 1, 2942 Alle";Diesel;02.01.2022;1,820 sFr;2,137 sFr
1671565773-1191;https://www.benzin-preis.ch/suche-kanton?next=1461;"Avia

Nucleo Lavorgo, 6746 Lavorgo";Diesel;16.01.2022;1,820 sFr;2,137 sFr
1671565775-1192;https://www.benzin-preis.ch/suche-kanton?next=1460;"Agrola

Les Vies de Coeuve 1, 2942 Alle";Diesel;02.01.2022;1,820 sFr;2,137 sFr
1671565777-1193;https://www.benzin-preis.ch/suche-kanton?next=1459;"Avia

Via Bosa, 6743 Bodio TI";Diesel;16.01.2022;1,820 sFr;2,137 sFr
1671565779-1194;https://www.benzin-preis.ch/suche-kanton?next=1458;"Mazut

Route du Creugenat, 2905 Courtedoux";Diesel;02.01.2022;1,820 sFr;2,137 sFr
1671565783-1195;https://www.benzin-preis.ch/suche-kanton?next=1457;"Paupe

Rue de France 79, 2916 Fahy";Diesel;02.01.2022;1,820 sFr;2,137 sFr
1671565784-1196;https://www.benzin-preis.ch/suche-kanton?next=1456;"Jubin

Rue de Porrentruy 108, 2916 Fahy";Diesel;02.01.2022;1,820 sFr;2,137 sFr
1671565787-1197;https://www.benzin-preis.ch/suche-kanton?next=1455;"BP

Rue du Gravier 1, 2900 Porrentruy";Diesel;02.01.2022;1,820 sFr;2,137 sFr
1671565789-1198;https://www.benzin-preis.ch/suche-kanton?next=1454;"Jubin

Route de Courtedoux 8, 2900 Porrentruy";Diesel;02.01.2022;1,820 sFr;2,137 sFr
1671565791-1199;https://www.benzin-preis.ch/suche-kanton?next=1453;"Paupe

Route de Courtedoux 26, 2900 Porrentruy";Diesel;02.01.2022;1,820 sFr;2,137 sFr
1671565793-1200;https://www.benzin-preis.ch/suche-kanton?next=1452;"Migrol

Eichfeld 1, 5643 Sins";Diesel;08.11.2021;1,820 sFr;2,097 sFr
1671565795-1201;https://www.benzin-preis.ch/suche-kanton?next=1451;"BP

Via San Gottardo, 6500 Bellinzona";Diesel;26.04.2014;1,820 sFr;
1671565797-1202;https://www.benzin-preis.ch/suche-kanton?next=1450;"Gufa

Hauptstrasse, 7028 St. Peter";Diesel;18.11.2018;1,820 sFr;2,267 sFr
1671565859-1203;https://www.benzin-preis.ch/suche-kanton?next=1449;"HK

rue de France 59, 2400 Le Locle";Diesel;30.10.2008;1,820 sFr;
1671565861-1204;https://www.benzin-preis.ch/suche-kanton?next=1448;"La Côte-Jura

Autoroute A1, 1182 Gilly";Diesel;10.04.2019;1,820 sFr;2,307 sFr
1671565862-1205;https://www.benzin-preis.ch/suche-kanton?next=1447;"Tankstelle Svabic

Untere Hanegg, 8810 Horgen";Diesel;08.11.2021;1,819 sFr;2,096 sFr
1671565864-1206;https://www.benzin-preis.ch/suche-kanton?next=1446;"Autobahntankstelle A2 Pratteln Nord

Götzisbodenweg 22, 4133 Pratteln";Diesel;11.11.2020;1,819 sFr;2,466 sFr
1671565866-1207;https://www.benzin-preis.ch/suche-kanton?next=1445;"Avia

Rudolfingerstr. 15, 8460 Marthalen";Diesel;21.10.2018;1,815 sFr;2,302 sFr
1671565869-1208;https://www.benzin-preis.ch/suche-kanton?next=1444;"BP

Avenue de France 52, 3960 Sierre";Diesel;25.10.2021;1,810 sFr;2,087 sFr
1671565870-1209;https://www.benzin-preis.ch/suche-kanton?next=1443;"Coop Pronto

Romanshornerstr. 126 , 8280 Kreuzlingen";Diesel;04.10.2021;1,810 sFr;2,147 sFr
1671565872-1210;https://www.benzin-preis.ch/suche-kanton?next=1442;"Migrol Service

Romanshornerstr. 111, 8280 Kreuzlingen";Diesel;04.10.2021;1,810 sFr;2,147 sFr
1671565875-1211;https://www.benzin-preis.ch/suche-kanton?next=1441;"Schlossgarage Lampert AG

Zollstr. 1, 9490 Vaduz";Diesel;10.06.2019;1,810 sFr;2,267 sFr
1671565876-1212;https://www.benzin-preis.ch/suche-kanton?next=1440;"Shell

Zollstr. 79, 8240 Thayngen";Diesel;19.09.2021;1,810 sFr;2,177 sFr
1671565879-1213;https://www.benzin-preis.ch/suche-kanton?next=1439;"Socar

Grenzstr. 80, 8240 Thayngen";Diesel;19.09.2021;1,810 sFr;2,177 sFr
1671565881-1214;https://www.benzin-preis.ch/suche-kanton?next=1438;"MINI PRIX Garage Combrement

Route du Vully 27, 1543 Grandcour";Diesel;23.06.2014;1,810 sFr;
1671565883-1215;https://www.benzin-preis.ch/suche-kanton?next=1437;"Socar Pieterlen

Autobahn A5, 2542 Pieterlen";Diesel;12.11.2018;1,810 sFr;2,257 sFr
1671565885-1216;https://www.benzin-preis.ch/suche-kanton?next=1436;"Avia Forrenberg

Nationalstr. A1, 8472 Seuzach";Diesel;17.03.2019;1,810 sFr;2,297 sFr
1671565887-1217;https://www.benzin-preis.ch/suche-kanton?next=1435;"Agrola

Glockentalstr. 50, 3612 Steffisburg";Diesel;30.10.2021;1,810 sFr;2,087 sFr
1671565889-1218;https://www.benzin-preis.ch/suche-kanton?next=1434;"Tamoil

Route du Manege 62, 1950 Sion";Diesel;12.07.2012;1,810 sFr;
1671565891-1219;https://www.benzin-preis.ch/suche-kanton?next=1433;"Garage Frei

Hauptstr. 58, 5074 Eiken";Diesel;10.05.2020;1,810 sFr;2,477 sFr
1671565893-1220;https://www.benzin-preis.ch/suche-kanton?next=1432;"Avia

Sammelplatz 14, 9050 Appenzell";Diesel;04.10.2021;1,810 sFr;2,147 sFr
1671565895-1221;https://www.benzin-preis.ch/suche-kanton?next=1431;"Fässler Sepp AG

Feldstr. , 9050 Appenzell";Diesel;04.10.2021;1,810 sFr;2,147 sFr
1671565897-1222;https://www.benzin-preis.ch/suche-kanton?next=1430;"Coop Pronto

Route de Sion 115, 3960 Sierre";Diesel;25.10.2021;1,810 sFr;2,087 sFr
1671565899-1223;https://www.benzin-preis.ch/suche-kanton?next=1429;"Migrol Service

Route de Sion 111, 3960 Sierre";Diesel;25.10.2021;1,810 sFr;2,087 sFr
1671565902-1224;https://www.benzin-preis.ch/suche-kanton?next=1428;"Migrol

Bleichestrasse, 8280 Kreuzlingen";Diesel;04.10.2021;1,810 sFr;2,147 sFr
1671565904-1225;https://www.benzin-preis.ch/suche-kanton?next=1427;"Jubin

Route de Besançon 10H, 2906 Chevenez";Diesel;02.01.2022;1,810 sFr;2,127 sFr
1671565907-1226;https://www.benzin-preis.ch/suche-kanton?next=1426;"Landi TopShop

Hauptstr., 9056 Gais";Diesel;04.10.2021;1,810 sFr;2,147 sFr
1671565909-1227;https://www.benzin-preis.ch/suche-kanton?next=1425;"Tamoil 

Stanserstr. 11, 6373 Ennetbürgen";Diesel;13.10.2014;1,810 sFr;
1671565911-1228;https://www.benzin-preis.ch/suche-kanton?next=1424;"MINI PRIX

Rue du Lac 133, 1815 Clarens";Diesel;02.09.2014;1,810 sFr;
1671565913-1229;https://www.benzin-preis.ch/suche-kanton?next=1423;"Garage Adam Touring

Rte du Collet 8, 1800 Vevey";Diesel;25.07.2014;1,810 sFr;
1671565916-1230;https://www.benzin-preis.ch/suche-kanton?next=1422;"Agrola

Adetswilerstr. 16, 8344 Bäretswil";Diesel;31.08.2014;1,809 sFr;
1671565918-1231;https://www.benzin-preis.ch/suche-kanton?next=1421;"Avia

Grüningerstr. 152, 8626 Ottikon";Diesel;27.07.2021;1,809 sFr;2,156 sFr
1671565920-1232;https://www.benzin-preis.ch/suche-kanton?next=1420;"Agrola

Güterstr. 3, 8460 Marthalen";Diesel;21.10.2018;1,809 sFr;2,296 sFr
1671565922-1233;https://www.benzin-preis.ch/suche-kanton?next=1419;"ad Landgarage

Landstr. 22, 8248 Uhwiesen";Diesel;21.10.2018;1,809 sFr;2,296 sFr
1671565924-1234;https://www.benzin-preis.ch/suche-kanton?next=1418;"Forrenberg Süd

Nationalstr. A1, 8472 Seuzach";Diesel;19.09.2019;1,809 sFr;2,276 sFr
1671565926-1235;https://www.benzin-preis.ch/suche-kanton?next=1417;"Landi Marthalen

Dorfstr.24/Schulstr., 8465 Rudolfingen";Diesel;24.09.2011;1,809 sFr;
1671565928-1236;https://www.benzin-preis.ch/suche-kanton?next=1416;"AVI Amat

Tiefenweg 427, 8217 Wilchingen";Diesel;24.09.2011;1,800 sFr;
1671565930-1237;https://www.benzin-preis.ch/suche-kanton?next=1415;"Coop

Rorschacherstr. 133, 9450 Lüchingen";Diesel;04.10.2021;1,800 sFr;2,137 sFr
1671565932-1238;https://www.benzin-preis.ch/suche-kanton?next=1414;"Avia

Hauptstr. 102, 9422 Staad SG";Diesel;04.10.2021;1,800 sFr;2,137 sFr
1671565934-1239;https://www.benzin-preis.ch/suche-kanton?next=1413;"Shell

Lörracherstr. 102, 4125 Riehen";Diesel;23.10.2020;1,800 sFr;2,447 sFr
1671565936-1240;https://www.benzin-preis.ch/suche-kanton?next=1412;"Avia

Hauptstr. 2, 9422 Staad SG";Diesel;04.10.2021;1,800 sFr;2,137 sFr
1671565938-1241;https://www.benzin-preis.ch/suche-kanton?next=1411;"Eni

Via Monte Ceneri 11, 6512 Giubiasco";Diesel;11.10.2021;1,800 sFr;2,137 sFr
1671565940-1242;https://www.benzin-preis.ch/suche-kanton?next=1410;"garage Etoile

rte de Cossonay 101, 1020 Renens VD";Diesel;30.08.2021;1,800 sFr;2,147 sFr
1671565942-1243;https://www.benzin-preis.ch/suche-kanton?next=1409;"Avia

Oltnerstrasse 1, 4622 Egerkingen";Diesel;02.01.2022;1,800 sFr;2,117 sFr
1671565944-1244;https://www.benzin-preis.ch/suche-kanton?next=1408;"Migrol

Zona Comprovasco, 6716 Acquarossa";Diesel;16.01.2022;1,800 sFr;2,117 sFr
1671565946-1245;https://www.benzin-preis.ch/suche-kanton?next=1407;"Ruedi Rüssel Gempenach

Hauptstr. 41, 3215 Gempenach";Diesel;28.11.2014;1,800 sFr;
1671565948-1246;https://www.benzin-preis.ch/suche-kanton?next=1406;"Jubin

Route de Delémont 41, 2802 Develier";Diesel;02.01.2022;1,800 sFr;2,117 sFr
1671565950-1247;https://www.benzin-preis.ch/suche-kanton?next=1405;"Socar

Tösstalstr. 209, 8405 Winterthur";Diesel;04.10.2021;1,800 sFr;2,137 sFr
1671565953-1248;https://www.benzin-preis.ch/suche-kanton?next=1404;"Avia

Via Monte Ceneri, 6573 Magadino";Diesel;09.08.2011;1,800 sFr;
1671565955-1249;https://www.benzin-preis.ch/suche-kanton?next=1403;"Piccadilly

Via Stazione, 6593 Cadenazzo";Diesel;11.10.2021;1,800 sFr;2,137 sFr
1671565957-1250;https://www.benzin-preis.ch/suche-kanton?next=1402;"Nasa GmbH

Zürcherstr. 68, 8500 Frauenfeld";Diesel;04.10.2021;1,800 sFr;1,607 sFr
1671565959-1251;https://www.benzin-preis.ch/suche-kanton?next=1401;"Garage Elsa

Heinrichstr. 210, 8000 Zürich";Diesel;15.11.2021;1,800 sFr;2,077 sFr
1671565961-1252;https://www.benzin-preis.ch/suche-kanton?next=1400;"Jubin

Route de Delémont 91, 2802 Develier";Diesel;09.01.2022;1,800 sFr;2,117 sFr
1671565964-1253;https://www.benzin-preis.ch/suche-kanton?next=1399;"Migrol

Zürcherstr. 275, 8500 Frauenfeld";Diesel;04.10.2021;1,800 sFr;2,137 sFr
1671565967-1254;https://www.benzin-preis.ch/suche-kanton?next=1398;"Tamoil

Tösstalstr. 306, 8405 Winterthur";Diesel;04.10.2021;1,800 sFr;2,137 sFr
1671565969-1255;https://www.benzin-preis.ch/suche-kanton?next=1397;"Agrola

Staatsstr. 55, 9472 Grabs";Diesel;22.04.2019;1,800 sFr;2,257 sFr
1671565971-1256;https://www.benzin-preis.ch/suche-kanton?next=1396;"Agrola

Wilen 2, 8494 Bauma";Diesel;04.10.2021;1,800 sFr;2,137 sFr
1671565974-1257;https://www.benzin-preis.ch/suche-kanton?next=1395;"Avia

Im Schwendi, 8494 Bauma";Diesel;04.10.2021;1,800 sFr;2,137 sFr
1671565976-1258;https://www.benzin-preis.ch/suche-kanton?next=1394;"Landi

Bernstrasse 2, 3054 Schüpfen";Diesel;29.10.2014;1,800 sFr;2,287 sFr
1671565978-1259;https://www.benzin-preis.ch/suche-kanton?next=1393;"Garage Ebnet

St. Gallerstr. 122, 9032 Engelburg";Diesel;25.01.2011;1,800 sFr;
1671565981-1260;https://www.benzin-preis.ch/suche-kanton?next=1392;"Coop

Zürcherstr. 32, 8500 Frauenfeld";Diesel;04.10.2021;1,800 sFr;2,137 sFr
1671565983-1261;https://www.benzin-preis.ch/suche-kanton?next=1391;"Tamoil

Via Bellinzona, 6743 Bodio TI";Diesel;16.01.2022;1,800 sFr;2,117 sFr
1671565986-1262;https://www.benzin-preis.ch/suche-kanton?next=1390;"BP

Via Lucomagno, 6716 Acquarossa";Diesel;16.01.2022;1,800 sFr;2,117 sFr
1671565988-1263;https://www.benzin-preis.ch/suche-kanton?next=1389;"gschwend garage

Feldwiesenstr. 31, 9450 Altstätten SG";Diesel;02.07.2012;1,800 sFr;
1671565990-1264;https://www.benzin-preis.ch/suche-kanton?next=1388;"Socar

Via Vincenzo Vela, 6500 Bellinzona";Diesel;11.10.2021;1,800 sFr;2,137 sFr
1671565992-1265;https://www.benzin-preis.ch/suche-kanton?next=1387;"Coop Pronto

Langfeldstr. 75 , 8500 Frauenfeld";Diesel;04.10.2021;1,800 sFr;2,137 sFr
1671565994-1266;https://www.benzin-preis.ch/suche-kanton?next=1386;"LGG Handels AG

Waldhof, 8585 Langrickenbach";Diesel;04.04.2011;1,800 sFr;
1671565996-1267;https://www.benzin-preis.ch/suche-kanton?next=1385;"Shell

Alte Landstrasse 4, 8820 Wädenswil";Diesel;14.06.2019;1,799 sFr;2,286 sFr
1671565999-1268;https://www.benzin-preis.ch/suche-kanton?next=1384;"Vöglin Meyer

Zürcher. 72, 8604 Volketswil";Diesel;22.12.2021;1,795 sFr;2,112 sFr
1671566001-1269;https://www.benzin-preis.ch/suche-kanton?next=1383;"RRG SA

rte Sarraz 6a, 1304 Cossonay-Ville";Diesel;08.06.2021;1,790 sFr;2,157 sFr
1671566003-1270;https://www.benzin-preis.ch/suche-kanton?next=1382;"VC Carroserie

Hauptsr. 1, 4448 Läufelfingen";Diesel;19.02.2022;1,790 sFr;2,047 sFr
1671566005-1271;https://www.benzin-preis.ch/suche-kanton?next=1381;"Agip

Thunstr. 25, 3700 Spiez";Diesel;25.07.2014;1,790 sFr;
1671566008-1272;https://www.benzin-preis.ch/suche-kanton?next=1380;"Coop

Wengimattstrasse 1, 4710 Balsthal";Diesel;02.01.2022;1,790 sFr;2,107 sFr
1671566010-1273;https://www.benzin-preis.ch/suche-kanton?next=1379;"Socar Grauholz

Grauholz Süd A1, 3063 Ittigen";Diesel;20.12.2021;1,790 sFr;1,650 sFr
1671566012-1274;https://www.benzin-preis.ch/suche-kanton?next=1378;"Agrola

St. Gallerstr. 20, 9306 Freidorf TG";Diesel;11.03.2014;1,790 sFr;
1671566014-1275;https://www.benzin-preis.ch/suche-kanton?next=1377;"Seeblick Brandes AG

Bahnhofstr. 19, 9305 Berg SG";Diesel;11.03.2014;1,790 sFr;
1671566016-1276;https://www.benzin-preis.ch/suche-kanton?next=1376;"Spar Express

Langgasse 41 , 9000 St. Gallen";Diesel;01.05.2019;1,790 sFr;2,217 sFr
1671566018-1277;https://www.benzin-preis.ch/suche-kanton?next=1375;"Migrol Service

St. Gallerstrasse 47, 9300 Wittenbach";Diesel;01.05.2019;1,790 sFr;2,217 sFr
1671566020-1278;https://www.benzin-preis.ch/suche-kanton?next=1374;"Coop

Auerstr. 30, 9435 Heerbrugg";Diesel;04.10.2021;1,790 sFr;2,127 sFr
1671566022-1279;https://www.benzin-preis.ch/suche-kanton?next=1373;"Migrol

Auerstr. 20, 9435 Heerbrugg";Diesel;04.10.2021;1,790 sFr;2,127 sFr
1671566025-1280;https://www.benzin-preis.ch/suche-kanton?next=1372;"Agrola

Aeussere Klus 39, 4702 Oensingen";Diesel;02.01.2022;1,790 sFr;2,107 sFr
1671566027-1281;https://www.benzin-preis.ch/suche-kanton?next=1371;"Eni

Via San Gottardo, 6776 Piotta";Diesel;16.01.2022;1,790 sFr;2,107 sFr
1671566029-1282;https://www.benzin-preis.ch/suche-kanton?next=1370;"Socar

Via San Gottardo, 6775 Ambrì";Diesel;16.01.2022;1,790 sFr;2,107 sFr
1671566031-1283;https://www.benzin-preis.ch/suche-kanton?next=1369;"Tamoil

Fiesso di Mezzo, 6772 Rodi-Fiesso";Diesel;16.01.2022;1,790 sFr;2,107 sFr
1671566033-1284;https://www.benzin-preis.ch/suche-kanton?next=1368;"Avia

Seestr. 107, 9326 Horn";Diesel;04.10.2021;1,790 sFr;2,127 sFr
1671566035-1285;https://www.benzin-preis.ch/suche-kanton?next=1367;"Avia

Seestr. 33, 9326 Horn";Diesel;04.10.2021;1,790 sFr;2,127 sFr
1671566037-1286;https://www.benzin-preis.ch/suche-kanton?next=1366;"Garage Hug

Bürglenstr. 1 , 9517 Mettlen";Diesel;01.05.2019;1,790 sFr;2,217 sFr
1671566039-1287;https://www.benzin-preis.ch/suche-kanton?next=1365;"Avia

Langgasse 55, 9000 St. Gallen";Diesel;01.05.2019;1,790 sFr;2,217 sFr
1671566041-1288;https://www.benzin-preis.ch/suche-kanton?next=1364;"Coop Pronto

Egnacherstr. 1, 9320 Arbon";Diesel;04.10.2021;1,790 sFr;2,127 sFr
1671566043-1289;https://www.benzin-preis.ch/suche-kanton?next=1363;"BP

Romanshornstr. 13, 8583 Sulgen";Diesel;01.05.2019;1,790 sFr;2,217 sFr
1671566045-1290;https://www.benzin-preis.ch/suche-kanton?next=1362;"Agrola

Bahndammweg 5, 8546 Islikon";Diesel;04.10.2021;1,790 sFr;2,127 sFr
1671566047-1291;https://www.benzin-preis.ch/suche-kanton?next=1361;"Garage du Chêne

rue Chêne 32, 1315 La Sarraz";Diesel;29.08.2021;1,790 sFr;2,137 sFr
1671566049-1292;https://www.benzin-preis.ch/suche-kanton?next=1360;"Landi Gächlingen

Im Chloster 2, 8214 Gächlingen";Diesel;24.09.2011;1,790 sFr;
1671566051-1293;https://www.benzin-preis.ch/suche-kanton?next=1359;"Simond

rte Boussens, 1042 Bettens";Diesel;13.08.2021;1,790 sFr;2,137 sFr
1671566053-1294;https://www.benzin-preis.ch/suche-kanton?next=1358;"Coop Pronto

Grünaustr. 1 , 9300 Wittenbach";Diesel;01.05.2019;1,790 sFr;2,217 sFr
1671566055-1295;https://www.benzin-preis.ch/suche-kanton?next=1357;"Agrola TopShop

Romanshornerstr. 51, 9300 Wittenbach";Diesel;01.05.2019;1,790 sFr;2,217 sFr
1671566057-1296;https://www.benzin-preis.ch/suche-kanton?next=1356;"Station Avia

rue Lausanne 71, 1110 Morges";Diesel;06.10.2021;1,790 sFr;2,127 sFr
1671566059-1297;https://www.benzin-preis.ch/suche-kanton?next=1355;"Migrol Service

Staatsstr. 10, 9477 Trübbach";Diesel;22.04.2019;1,790 sFr;2,247 sFr
1671566061-1298;https://www.benzin-preis.ch/suche-kanton?next=1354;"Garage Otto Meier AG

Andelfingerstr. 16, 8416 Flaach";Diesel;07.10.2019;1,789 sFr;2,256 sFr
1671566063-1299;https://www.benzin-preis.ch/suche-kanton?next=1353;"station Shell

av. Figuiers 22, 1007 Lausanne";Diesel;22.03.2021;1,785 sFr;2,182 sFr
1671566065-1300;https://www.benzin-preis.ch/suche-kanton?next=1352;"Eni Tankstelle Zürich Nord

Dörflistrasse 90, 8050 Zürich";Diesel;11.11.2014;1,785 sFr;
1671566067-1301;https://www.benzin-preis.ch/suche-kanton?next=1351;"Tamoil

Spiezstr. 10, 3645 Gwatt (Thun)";Diesel;25.07.2014;1,780 sFr;
1671566069-1302;https://www.benzin-preis.ch/suche-kanton?next=1350;"Avia

Wehntalerstr. 347, 8000 Zürich";Diesel;05.03.2014;1,780 sFr;
1671566072-1303;https://www.benzin-preis.ch/suche-kanton?next=1349;"Coop

Weinfelderstrasse 115, 8580 Amriswil";Diesel;01.05.2019;1,780 sFr;2,207 sFr
1671566074-1304;https://www.benzin-preis.ch/suche-kanton?next=1348;"Coop

Seestr. 67, 8800 Thalwil";Diesel;23.01.2020;1,780 sFr;2,237 sFr
1671566076-1305;https://www.benzin-preis.ch/suche-kanton?next=1347;"BP

Rorschacherstr. 271, 9000 St. Gallen";Diesel;01.09.2021;1,780 sFr;2,127 sFr
1671566078-1306;https://www.benzin-preis.ch/suche-kanton?next=1346;"MINI PRIX Littoral Shop

Avenue de Neuchâtel 91, 2024 St-Aubin-Sauges";Diesel;23.06.2014;1,780 sFr;
1671566080-1307;https://www.benzin-preis.ch/suche-kanton?next=1345;"Shell

Wehntalerstrasse 17, 8162 Steinmaur";Diesel;02.01.2019;1,780 sFr;2,267 sFr
1671566083-1308;https://www.benzin-preis.ch/suche-kanton?next=1344;"Agrola

Dorfstr. 11, 9413 Oberegg";Diesel;18.01.2014;1,780 sFr;
1671566085-1309;https://www.benzin-preis.ch/suche-kanton?next=1343;"BP

Via San Gottardo, 6593 Cadenazzo";Diesel;11.10.2021;1,780 sFr;2,117 sFr
1671566087-1310;https://www.benzin-preis.ch/suche-kanton?next=1342;"Eni

Landstr. 45, 9490 Vaduz";Diesel;10.06.2019;1,780 sFr;2,237 sFr
1671566089-1311;https://www.benzin-preis.ch/suche-kanton?next=1341;"Sonnenberg Garage

Ebni 18, 9053 Teufen AR";Diesel;07.10.2014;1,780 sFr;
